#estimating workload which takes just one milisecond
#end estimation
0	1	1
0	3	2
0	4	3
0	5	4
0	7	5
0	8	6
0	10	7
0	11	8
0	13	9
0	14	10
0	16	11
0	18	12
0	19	13
0	21	14
0	22	15
0	23	16
0	25	17
0	26	18
0	28	19
0	29	20
0	31	21
0	32	22
0	34	23
0	35	24
0	37	25
0	38	26
0	40	27
0	41	28
0	43	29
0	44	30
0	46	31
0	47	32
0	49	33
0	50	34
0	52	35
0	53	36
0	54	37
0	56	38
0	57	39
0	59	40
0	61	41
0	62	42
0	64	43
0	66	44
0	67	45
0	69	46
0	70	47
0	72	48
0	73	49
0	75	50
0	76	51
0	78	52
0	79	53
0	81	54
0	82	55
0	84	56
0	85	57
0	87	58
0	88	59
0	90	60
0	91	61
0	93	62
0	94	63
0	96	64
0	97	65
0	99	66
0	101	67
0	102	68
0	103	69
0	105	70
0	106	71
0	108	72
0	109	73
0	110	74
0	112	75
0	113	76
0	115	77
0	116	78
0	118	79
0	119	80
0	120	81
0	122	82
0	124	83
0	125	84
0	127	85
0	129	86
0	130	87
0	131	88
0	133	89
0	134	90
0	136	91
0	137	92
0	139	93
0	141	94
0	142	95
0	143	96
0	145	97
0	146	98
0	148	99
0	149	100
